,address,country,detailedType.subTypology,detailedType.typology,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,neighborhood,newDevelopment,newDevelopmentFinished,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,showAddress,suggestedTexts.subtitle,suggestedTexts.title,thumbnail,url,features
183,rambla Guipuzcoa,es,compactCar,garage,3702,Sant Martí,False,chollo parking,,False,False,False,False,False,41.4139936,2.1954562,Barcelona,El Clot,False,,9,rent,50.0,,35110839,garage,Barcelona,False,"El Clot, Barcelona",Garaje en rambla Guipuzcoa,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/97/3c/02/175037673.jpg,https://www.idealista.com/inmueble/35110839/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ', ' Alarma ']"
184,"calle Can Pujolet, 2 -4",es,sedanCar,garage,4740,Horta Guinardó,False,,,False,False,True,False,True,41.42710020000001,2.1636558,Barcelona,La Font d'En Fargues,False,,6,rent,121.0,,29703301,garage,Barcelona,True,"La Font d'En Fargues, Barcelona","Garaje en calle Can Pujolet, 2 -4",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/da/3a/29/89532335.jpg,https://www.idealista.com/inmueble/29703301/,[]
185,calle de Gorina,es,compactCar,garage,12368,Centre - Estació,False,,,False,False,False,False,False,41.47256470000001,2.0817296,Sant Cugat del Vallès,,False,,1,rent,65.0,,40289401,garage,Barcelona,False,"Centre - Estació, Sant Cugat del Vallès",Garaje en calle de Gorina,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/55/9d/a6/277355948.jpg,https://www.idealista.com/inmueble/40289401/,"['Plaza para coche pequeño', ' Puerta automática de garaje ']"
186,"calle de Teodora Lamadrid, 52",es,carAndMotorcycle,garage,4092,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.4080242,2.1350169,Barcelona,Sant Gervasi - La Bonanova,False,,10,rent,120.0,11.0,36271061,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle de Teodora Lamadrid, 52",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f7/d5/b6/194836086.jpg,https://www.idealista.com/inmueble/36271061/,"['Plaza para coche y moto', '11 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Cámaras de seguridad ', ' Personal de seguridad ']"
187,"calle Pallars, Barcelona, 322",es,sedanCar,garage,3506,Sant Martí,False,P14,,False,False,True,False,False,41.4061937,2.2046472,Barcelona,El Poblenou,False,,3,rent,110.0,10.0,82835313,garage,Barcelona,True,"El Poblenou, Barcelona","Garaje en calle Pallars, Barcelona, 322",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d8/40/66/606332726.jpg,https://www.idealista.com/inmueble/82835313/,"['Plaza para coche grande', '11 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
188,"calle del Carme, 8",es,sedanCar,garage,12136,Centre - Estació,False,pkcarme,,False,False,False,False,False,41.4713,2.0840859,Sant Cugat del Vallès,,False,,8,rent,60.0,,37231436,garage,Barcelona,True,"Centre - Estació, Sant Cugat del Vallès","Garaje en calle del Carme, 8",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7d/f0/5b/212954941.jpg,https://www.idealista.com/inmueble/37231436/,[]
189,"calle dels Enamorats, 62",es,compactCar,garage,2236,Eixample,False,,,False,False,False,True,False,41.40420220000001,2.1818061,Barcelona,La Sagrada Família,False,,10,rent,90.0,9.0,82590282,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle dels Enamorats, 62",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a3/6b/ab/600811853.jpg,https://www.idealista.com/inmueble/82590282/,"['Plaza para coche pequeño', '10 m²', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
190,calle Valencia,es,sedanCar,garage,1912,Eixample,False,PK_VALENCIA,,False,False,True,False,False,41.3829367,2.1506517000000005,Barcelona,La Nova Esquerra de l'Eixample,False,,2,rent,150.0,,82495415,garage,Barcelona,False,"La Nova Esquerra de l'Eixample, Barcelona",Garaje en calle Valencia,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/05/ef/dd/599203423.jpg,https://www.idealista.com/inmueble/82495415/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
191,"passatge de Sant Ramon Nonat, 19",es,motorcycle,garage,4685,Les Corts,False,,,False,False,False,True,False,41.3764245,2.1184375,Barcelona,La Maternitat i Sant Ramon,False,,8,rent,30.0,,82271712,garage,Barcelona,True,"La Maternitat i Sant Ramon, Barcelona","Garaje en passatge de Sant Ramon Nonat, 19",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d3/6a/a8/594717119.jpg,https://www.idealista.com/inmueble/82271712/,"['Plaza para moto', 'Cubierta', ' Puerta automática de garaje ']"
192,"hurtado, 36",es,sedanCar,garage,4099,Sarrià-Sant Gervasi,False,808.001,,False,False,False,False,False,41.4118019,2.1395155,Barcelona,El Putxet i el Farró,False,,9,rent,115.0,12.0,81400728,garage,Barcelona,True,"El Putxet i el Farró, Barcelona","Garaje en hurtado, 36",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/d2/36/9b/576196410.jpg,https://www.idealista.com/inmueble/81400728/,"['Plaza para coche grande', '10 m²', 'Cubierta', ' Puerta automática de garaje ']"
193,"calle d'Enric Giménez, 12",es,compactCar,garage,4693,Sarrià-Sant Gervasi,False,,,False,False,True,False,False,41.3959157,2.1190184,Barcelona,Sarrià,False,,7,rent,115.0,,36435406,garage,Barcelona,True,"Sarrià, Barcelona","Garaje en calle d'Enric Giménez, 12",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/78/03/197633526.jpg,https://www.idealista.com/inmueble/36435406/,"['Plaza para coche pequeño', 'Con ascensor', ' Puerta automática de garaje ']"
194,"oliana, 8",es,sedanCar,garage,2620,Sarrià-Sant Gervasi,False,Plaza garaje en c/ Oliana,,False,False,True,False,False,41.3983227,2.1473971,Barcelona,Sant Gervasi - Galvany,False,,5,rent,120.0,12.0,40132731,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en oliana, 8",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e6/7c/2a/274454348.jpg,https://www.idealista.com/inmueble/40132731/,"['Plaza para coche grande', '10 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
195,calle de roger de llúria,es,sedanCar,garage,786,Eixample,False,2717,,False,False,True,False,False,41.3911729,2.1685642000000005,Barcelona,La Dreta de l'Eixample,False,,3,rent,130.0,,33765313,garage,Barcelona,False,"La Dreta de l'Eixample, Barcelona",Garaje en calle de roger de llúria,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b1/6f/48/257945691.jpg,https://www.idealista.com/inmueble/33765313/,"['Plaza para coche grande', 'Plaza número false ', 'Con ascensor']"
196,"passatge de Fontanelles, 9",es,sedanCar,garage,4414,Sarrià-Sant Gervasi,False,Parking,,False,False,False,False,False,41.4006958,2.1247278,Barcelona,Les Tres Torres,False,,12,rent,125.0,,38888309,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en passatge de Fontanelles, 9",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/f4/75/24/249844552.jpg,https://www.idealista.com/inmueble/38888309/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ', ' Personal de seguridad ']"
197,"calle del General Prim, 73",es,sedanCar,garage,4625,Santa Eulàlia,False,,,False,False,False,True,False,41.3629239,2.1264946,Hospitalet de Llobregat,Santa Eulàlia,False,,8,rent,100.0,,37958320,garage,Barcelona,True,"Santa Eulàlia, Hospitalet de Llobregat","Garaje en calle del General Prim, 73",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c3/0a/9a/227911446.jpg,https://www.idealista.com/inmueble/37958320/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ', ' Alarma ']"
198,"calle de la Guineueta, 23 N",es,motorcycle,garage,6205,Nou Barris,False,,,False,False,True,True,False,41.44068220000001,2.1666812,Barcelona,La Guineueta,False,,8,rent,39.0,,34782615,garage,Barcelona,True,"La Guineueta, Barcelona","Garaje en calle de la Guineueta, 23 N",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/99/f4/d8/169580602.jpg,https://www.idealista.com/inmueble/34782615/,"['Plaza para moto', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
199,"plaza cosmos, 7",es,carAndMotorcycle,garage,4371,Horta Guinardó,False,,,False,False,True,False,False,41.42351,2.16222,Barcelona,La Font d'En Fargues,False,,3,rent,125.0,,82885768,garage,Barcelona,True,"La Font d'En Fargues, Barcelona","Garaje en plaza cosmos, 7",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/38/c5/607020182.jpg,https://www.idealista.com/inmueble/82885768/,[]
200,"calle d'Entença, 294",es,sedanCar,garage,2873,Les Corts,False,,,False,False,False,False,False,41.388697,2.139289,Barcelona,Les Corts,False,,3,rent,120.0,,81768822,garage,Barcelona,True,"Les Corts, Barcelona","Garaje en calle d'Entença, 294",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ce/d3/55/584072755.jpg,https://www.idealista.com/inmueble/81768822/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
201,"travesía de Dalt, 17",es,sedanCar,garage,3164,Gràcia,False,,,False,False,True,False,False,41.4085096,2.1518231,Barcelona,La Salut,False,,3,rent,115.0,,82836425,garage,Barcelona,True,"La Salut, Barcelona","Garaje en travesía de Dalt, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/df/d1/606065547.jpg,https://www.idealista.com/inmueble/82836425/,"['Plaza para coche grande', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
202,"calle Robrenyo, 20 -22",es,sedanCar,garage,3039,Sants-Montjuïc,False,,,False,False,True,True,False,41.3813654,2.1373074,Barcelona,Sants,False,,2,rent,90.0,,27014859,garage,Barcelona,True,"Sants, Barcelona","Garaje en calle Robrenyo, 20 -22",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/19/bf/22/49562512.jpg,https://www.idealista.com/inmueble/27014859/,[]
203,calle de Joan Miró,es,,garage,1994,Sant Martí,False,ITap4203,bj,False,False,False,False,False,41.3916209,2.1956758,Barcelona,La Vila Olímpica del Poblenou,False,,3,rent,80.0,,36443247,garage,Barcelona,False,"La Vila Olímpica del Poblenou, Barcelona",Garaje en calle de Joan Miró,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e0/6b/aa/603613445.jpg,https://www.idealista.com/inmueble/36443247/,[]
204,gran Via de Carles III,es,carAndMotorcycle,garage,3947,Les Corts,False,10855,,False,False,False,False,False,41.3865655,2.126116,Barcelona,Les Corts,False,,3,rent,140.0,9.0,82729232,garage,Barcelona,False,"Les Corts, Barcelona",Garaje en gran Via de Carles III,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f9/f1/08/603559143.jpg,https://www.idealista.com/inmueble/82729232/,"['Plaza para coche y moto', '16 m²', 'Cubierta']"
205,calle de Tetuan,es,carAndMotorcycle,garage,11869,Eixample,False,1071,,False,False,False,False,False,41.4691,2.08554,Sant Cugat del Vallès,,False,,4,rent,100.0,7.0,82725862,garage,Barcelona,False,"Eixample, Sant Cugat del Vallès",Garaje en calle de Tetuan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/9c/87/603497789.jpg,https://www.idealista.com/inmueble/82725862/,"['Plaza para coche y moto', '15 m²']"
206,santa Eulalia,es,sedanCar,garage,4252,Santa Eulàlia,False,003.08333,,False,False,True,False,False,41.3659441,2.129293,Hospitalet de Llobregat,Santa Eulàlia,False,,6,rent,67.0,4.0,82687586,garage,Barcelona,False,"Santa Eulàlia, Hospitalet de Llobregat",Garaje en santa Eulalia,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/0f/64/2e/602702659.jpg,https://www.idealista.com/inmueble/82687586/,[]
207,"calle de Santa Otília, 29",es,compactCar,garage,4325,Horta Guinardó,False,,,False,False,False,False,False,41.4226046,2.1596204,Barcelona,La Font d'En Fargues,False,,1,rent,65.0,,82658522,garage,Barcelona,True,"La Font d'En Fargues, Barcelona","Garaje en calle de Santa Otília, 29",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/7c/01/602139075.jpg,https://www.idealista.com/inmueble/82658522/,[]
208,"calle d'Aragó, 298",es,compactCar,garage,1095,Eixample,False,,,False,False,True,False,False,41.3939147,2.1675358,Barcelona,La Dreta de l'Eixample,False,,1,rent,100.0,14.0,82648304,garage,Barcelona,True,"La Dreta de l'Eixample, Barcelona","Garaje en calle d'Aragó, 298",https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/2a/fc/ae/601953942.jpg,https://www.idealista.com/inmueble/82648304/,[]
209,calle de la Pobla de Lillet,es,sedanCar,garage,3727,Les Corts,False,10808,,False,False,False,False,False,41.3823321,2.128866,Barcelona,Les Corts,False,,4,rent,100.0,9.0,82588926,garage,Barcelona,False,"Les Corts, Barcelona",Garaje en calle de la Pobla de Lillet,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b6/62/59/600781494.jpg,https://www.idealista.com/inmueble/82588926/,"['Plaza para coche grande', '11 m²', 'Cubierta']"
210,"calle del císter, 10",es,,garage,4288,Sarrià-Sant Gervasi,False,PLAZA 19 SOTANO D,,False,False,False,False,False,41.4103851,2.1345815,Barcelona,Sant Gervasi - La Bonanova,False,,7,rent,124.0,,38681971,garage,Barcelona,True,"Sant Gervasi - La Bonanova, Barcelona","Garaje en calle del císter, 10",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c2/e3/a9/600729276.jpg,https://www.idealista.com/inmueble/38681971/,['Cubierta']
211,"calle d'esteve terradas, 17",es,,garage,4062,Gràcia,False,PLAZA 5 SOTANO C,,False,False,False,False,False,41.4128652,2.141742,Barcelona,Vallcarca i els Penitents,False,,7,rent,76.0,,38684244,garage,Barcelona,True,"Vallcarca i els Penitents, Barcelona","Garaje en calle d'esteve terradas, 17",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8f/de/9b/600406791.jpg,https://www.idealista.com/inmueble/38684244/,['Cubierta']
212,"calle de París, 58",es,carAndMotorcycle,garage,2428,Eixample,False,,,False,False,False,False,False,41.3868239,2.1443845,Barcelona,La Nova Esquerra de l'Eixample,False,,5,rent,110.0,6.0,82554870,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de París, 58",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/b6/09/600122214.jpg,https://www.idealista.com/inmueble/82554870/,[]
213,"calle castella, 41",es,carAndMotorcycle,garage,3052,Sant Martí,False,35_alma,,False,False,False,False,False,41.4068303,2.1957713,Barcelona,Provençals del Poblenou,False,,16,rent,100.0,8.0,82395592,garage,Barcelona,True,"Provençals del Poblenou, Barcelona","Garaje en calle castella, 41",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/e7/94/27/597282982.jpg,https://www.idealista.com/inmueble/82395592/,"['Plaza para coche y moto', '12 m²', ' Puerta automática de garaje ']"
214,"sant antoni maria claret, 112",es,sedanCar,garage,2481,Eixample,False,vajsamcbvdl,,False,False,True,False,False,41.4072096,2.1693563,Barcelona,La Sagrada Família,False,,6,rent,130.0,14.0,81588268,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en sant antoni maria claret, 112",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a5/2b/70/580117338.jpg,https://www.idealista.com/inmueble/81588268/,"['Plaza para coche grande', '9 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
215,"calle de Sant Antoni Maria Claret, 112",es,motorcycle,garage,2481,Eixample,False,vajsamcbvu,,False,False,True,False,False,41.4072096,2.1693563,Barcelona,La Sagrada Família,False,,5,rent,25.0,3.0,81521317,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en calle de Sant Antoni Maria Claret, 112",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/ce/88/578433965.jpg,https://www.idealista.com/inmueble/81521317/,"['Plaza para moto', '9 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
216,"calle de Julián Romea, 6",es,compactCar,garage,2217,Sarrià-Sant Gervasi,False,Julian Romea Pk,,False,False,True,False,False,41.39796,2.1530876,Barcelona,Sant Gervasi - Galvany,False,,4,rent,100.0,,38007991,garage,Barcelona,True,"Sant Gervasi - Galvany, Barcelona","Garaje en calle de Julián Romea, 6",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/6a/32/228847415.jpg,https://www.idealista.com/inmueble/38007991/,"['Plaza para coche pequeño', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
217,"lepant, 278",es,motorcycle,garage,2195,Eixample,False,vajmqdnusm,,False,False,True,False,False,41.40470560000001,2.1765126,Barcelona,La Sagrada Família,False,,6,rent,40.0,13.0,40061397,garage,Barcelona,True,"La Sagrada Família, Barcelona","Garaje en lepant, 278",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/bb/00/04/273190114.jpg,https://www.idealista.com/inmueble/40061397/,"['Plaza para moto', '3 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ']"
218,"paseo de Valldaura, 200",es,motorcycle,garage,5939,Nou Barris,False,vajvddvm,,False,False,False,False,False,41.438502,2.1716116000000003,Barcelona,La Guineueta,False,,4,rent,30.0,15.0,35240177,garage,Barcelona,True,"La Guineueta, Barcelona","Garaje en paseo de Valldaura, 200",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7e/cf/5a/178415292.jpg,https://www.idealista.com/inmueble/35240177/,"['Plaza para moto', '2 m²', 'Cubierta', ' Puerta automática de garaje ']"
219,"calle Torre Figueras, 18",es,sedanCar,garage,12138,Centre - Casco Antiguo,False,,,False,False,False,False,False,41.3428632,2.0392678,Sant Boi de Llobregat,,False,,13,rent,90.0,8.0,82267667,garage,Barcelona,True,"Centre - Casco Antiguo, Sant Boi de Llobregat","Garaje en calle Torre Figueras, 18",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/dc/91/0f/594631068.jpg,https://www.idealista.com/inmueble/82267667/,[]
220,"calle del Doctor Pagès, 14",es,twoCars,garage,8070,Centre,False,,,False,False,False,False,False,41.4505609,2.2152066,Santa Coloma de Gramenet,,False,,6,rent,100.0,11.0,82824135,garage,Barcelona,True,"Centre, Santa Coloma de Gramenet","Garaje en calle del Doctor Pagès, 14",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/62/03/3e/605758952.jpg,https://www.idealista.com/inmueble/82824135/,[]
221,"via augusta, 257 -267",es,carAndMotorcycle,garage,3688,Sarrià-Sant Gervasi,False,,,False,False,False,False,False,41.3976516,2.1324687,Barcelona,Les Tres Torres,False,,6,rent,100.0,,33016134,garage,Barcelona,True,"Les Tres Torres, Barcelona","Garaje en via augusta, 257 -267",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ac/38/0c/140809165.jpg,https://www.idealista.com/inmueble/33016134/,"['Plaza para coche grande', 'Cubierta', ' Puerta automática de garaje ', ' Personal de seguridad ']"
222,"calle 11 de Setembre, 13",es,motorcycle,garage,4479,Collblanc,False,17029,,False,False,False,False,False,41.3766262,2.1209057,Hospitalet de Llobregat,Collblanc,False,,4,rent,40.0,,38497076,garage,Barcelona,True,"Collblanc, Hospitalet de Llobregat","Garaje en calle 11 de Setembre, 13",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/2e/fe/237545449.jpg,https://www.idealista.com/inmueble/38497076/,"['Plaza para moto', 'Cubierta', ' Puerta automática de garaje ']"
223,"traja, 6",es,sedanCar,garage,3277,Sants-Montjuïc,False,PA T6,,False,False,False,False,False,41.36822,2.14119,Barcelona,La Font de la Guatlla,False,,3,rent,90.0,10.0,82783142,garage,Barcelona,True,"La Font de la Guatlla, Barcelona","Garaje en traja, 6",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/72/32/604871138.jpg,https://www.idealista.com/inmueble/82783142/,[]
224,"avenida Diagonal, 160",es,,garage,3023,Sant Martí,False,DG111-00974,bj,False,False,False,False,False,41.4059838,2.1966064,Barcelona,Provençals del Poblenou,False,,3,rent,100.0,,82675640,garage,Barcelona,True,"Provençals del Poblenou, Barcelona","Garaje en avenida Diagonal, 160",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/60/79/602479277.jpg,https://www.idealista.com/inmueble/82675640/,[]
225,calle Lluís Marià Vidal s/n sn,es,sedanCar,garage,4432,Horta Guinardó,False,,,False,False,True,False,False,41.4231284,2.157467,Barcelona,El Carmel,False,,4,rent,120.0,12.0,82609897,garage,Barcelona,True,"El Carmel, Barcelona",Garaje en calle Lluís Marià Vidal s/n sn,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/a4/15/601230753.jpg,https://www.idealista.com/inmueble/82609897/,"['Plaza para coche grande', '10 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
226,"calle de Vilamarí, Barcelona, 88",es,sedanCar,garage,2124,Eixample,False,,,False,False,False,False,False,41.37938920000001,2.1490979,Barcelona,La Nova Esquerra de l'Eixample,False,,1,rent,90.0,9.0,82602333,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Vilamarí, Barcelona, 88",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a6/93/39/601060389.jpg,https://www.idealista.com/inmueble/82602333/,"['Plaza para coche grande', '10 m²', 'Cubierta', ' Puerta automática de garaje ']"
227,"DIPUTACION, 94",es,sedanCar,garage,1638,Eixample,False,DIPUTACION,,False,False,False,False,False,41.3808516,2.1545883,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,90.0,10.0,82396618,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en DIPUTACION, 94",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/df/5c/36/597303817.jpg,https://www.idealista.com/inmueble/82396618/,"['Plaza para coche grande', '9 m²', 'Cubierta', ' Puerta automática de garaje ']"
228,"calle de Rocafort, 98",es,,garage,1839,Eixample,False,PLAZA 29 SOTANO PLANTA BAJA,,False,False,False,False,False,41.3801331,2.1523703,Barcelona,La Nova Esquerra de l'Eixample,False,,3,rent,80.0,,81621622,garage,Barcelona,True,"La Nova Esquerra de l'Eixample, Barcelona","Garaje en calle de Rocafort, 98",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/66/8a/48/580813493.jpg,https://www.idealista.com/inmueble/81621622/,['Cubierta']
229,"hondures, 54",es,compactCar,garage,4195,Sant Andreu,False,PkH//,st,False,False,False,False,False,41.4211127,2.1884346000000003,Barcelona,La Sagrera,False,,5,rent,70.0,8.0,81497669,garage,Barcelona,True,"La Sagrera, Barcelona","Garaje en hondures, 54",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/69/25/87/591777519.jpg,https://www.idealista.com/inmueble/81497669/,"['Plaza para coche pequeño', '9 m²', ' Puerta automática de garaje ']"
230,barrio Sant Gervasi - La Bonanova,es,,garage,4379,Sarrià-Sant Gervasi,False,BCN-RS-002379,3,False,False,,False,False,41.4055436,2.1285261,Barcelona,Sant Gervasi - La Bonanova,False,,11,rent,12500.0,,81444156,garage,Barcelona,False,"Sant Gervasi - La Bonanova, Barcelona",Garaje,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/93/ea/8a/577011249.jpg,https://www.idealista.com/inmueble/81444156/,[]
231,calle de Casanova,es,sedanCar,garage,847,Eixample,False,11946-OB_A,,False,False,,False,False,41.3848282,2.1632486,Barcelona,Sant Antoni,False,,10,rent,125.0,10.0,40552169,garage,Barcelona,False,"Sant Antoni, Barcelona",Garaje en calle de Casanova,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/20/6e/31/284882940.jpg,https://www.idealista.com/inmueble/40552169/,"['Plaza para coche grande', '13 m²', ' Puerta automática de garaje ', ' Cámaras de seguridad ']"
232,calle de Tuset,es,twoCars,garage,1987,Sarrià-Sant Gervasi,False,003.01441,,False,False,False,False,False,41.3949118,2.15349,Barcelona,Sant Gervasi - Galvany,False,,10,rent,200.0,,36961748,garage,Barcelona,False,"Sant Gervasi - Galvany, Barcelona",Garaje en calle de Tuset,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/10/ff/207331101.jpg,https://www.idealista.com/inmueble/36961748/,['Plaza para 2 coches o más']
233,rambla de Sant Joan,es,motorcycle,garage,8772,Centre,False,tap - PKV - Rambla s_A,,False,False,,False,False,41.4480384,2.2368402,Badalona,,False,,10,rent,95.0,24.0,82764343,garage,Barcelona,False,"Centre, Badalona",Garaje en rambla de Sant Joan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3b/f2/da/606562842.jpg,https://www.idealista.com/inmueble/82764343/,"['Plaza para moto', '4 m²']"
234,"calle de Pi i Margall, Barcelona",es,carAndMotorcycle,garage,2590,Gràcia,False,L-7034,,False,False,False,False,False,41.4076504,2.1655964,Barcelona,El Camp d'En Grassot i Gràcia Nova,False,,11,rent,100.0,11.0,82679799,garage,Barcelona,False,"El Camp d'En Grassot i Gràcia Nova, Barcelona","Garaje en calle de Pi i Margall, Barcelona",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/55/c5/602554271.jpg,https://www.idealista.com/inmueble/82679799/,"['Plaza para coche y moto', '9 m²', 'Cubierta', ' Puerta automática de garaje ']"
235,aribau,es,compactCar,garage,2087,Sarrià-Sant Gervasi,False,L-7011,,False,False,True,False,False,41.3943811,2.1516484,Barcelona,Sant Gervasi - Galvany,False,,15,rent,110.0,11.0,82679633,garage,Barcelona,False,"Sant Gervasi - Galvany, Barcelona",Garaje en aribau,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/e2/c1/602552359.jpg,https://www.idealista.com/inmueble/82679633/,"['Plaza para coche pequeño', '10 m²', 'Cubierta', 'Con ascensor', ' Puerta automática de garaje ', ' Alarma ', ' Cámaras de seguridad ']"
236,"calle del Rosselló, Barcelona, 140",es,compactCar,garage,1748,Eixample,False,R 140.,,False,False,False,False,False,41.3904045,2.1536737,Barcelona,L'Antiga Esquerra de l'Eixample,False,,12,rent,125.0,,82665524,garage,Barcelona,True,"L'Antiga Esquerra de l'Eixample, Barcelona","Garaje en calle del Rosselló, Barcelona, 140",https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/00/5f/d4/602282572.jpg,https://www.idealista.com/inmueble/82665524/,"['Plaza para coche pequeño', 'Cubierta', ' Puerta automática de garaje ']"
